,0
799,Media briefing on #COVID19 with @DrTedros. #coronavirus
800,These are 7 simple steps to protect yourself and others from #COVID19. http://bit.ly/337yabc #coronavirus
801,Q: How should I greet another person to avoid catching the new #coronavirus? http://bit.ly/COVID19Mythbus… #KnowtheFacts #COVID19 
802,"WHO, @UNICEF, @ifrc guidance for schools, teachers, parents and caregivers for the prevention and control of #COVID19 http://bit.ly/2TC1Iut #coronavirus"
803,#AskWHO on mental health during #COVID19. Ask your questions to our expert Aiysha Malik. 
804,"""The great advantage we have is that the decisions we all make – as governments, businesses, communities, families & individuals – can influence the trajectory of this #COVID19 epidemic” -@DrTedros #coronavirus"
805,"""There are many vulnerable people in our communities: -elderly -people with underlying conditions -people with cancer on chemotherapy & other precious members of our society. It's a duty of us all to do as much as we can to protect those people among us""-@DrMikeRyan #COVID19 "
806,"""Let hope be the antidote to fear. Let solidarity be the antidote to blame. Let our shared humanity be the antidote to our shared threat""-@DrTedros #COVID19 #coronavirus"
807,"""We’re encouraged that #Italy is taking aggressive measures to contain its #COVID19 epidemic, and we hope that those measures prove effective in the coming days""-@DrTedros #coronavirus"
808,"""The rule of the game is: never give up. But that can only be achieved with aggressive action, as early as possible. Half-hearted measures will leave the door ajar for the #coronavirus""-@DrTedros #COVID19"
809,"""Of the 4 countries with the most cases, is bringing its #COVID19 epidemic under control &amp; there is now a decline in new cases being reported from . Both these countries demonstrate that it’s never too late to turn back the tide on this #coronavirus""-@DrTedros"
810,"“Nigeria , Senegal and Ethiopia have strengthened #COVID19 surveillance and diagnostic capacity to find cases quickly”-@DrTedros #coronavirus"
811,"""It’s also important to remember that looking only at the total number of reported #COVID19 cases &amp; the total number of countries doesn’t tell the full story. Of all the cases reported globally so far, 93% are from just four countries""-@DrTedros #coronavirus"
812,"""We need to remember that with decisive, early action, we can slow down the #coronavirus and prevent infections. Among those who are infected, most will recover. Of the 80,000 reported #COVID19 cases in #China, more than 70% have recovered and been discharged""-@DrTedros"
813,"""The great advantage we have is that the decisions we all make – as governments, businesses, communities, families & individuals – can influence the trajectory of this #COVID19 epidemic""-@DrTedros #coronavirus"
814,"""Now that the #coronavirus has a foothold in so many countries, the threat of a pandemic has become very real. But it would be the first pandemic in history that could be controlled. The bottom line is: we are not at the mercy of this virus""-@DrTedros #COVID19"
815,LIVE: Daily media briefing on #COVID19 with @DrTedros #coronavirus
816,"When there are NO reported #COVID19 cases, to stop transmission &amp; prevent spread: Promote self-initiated isolation of ppl with mild respiratory symptoms to reduce the burden on health systems ‍ Train staff in infection prevention &amp; control &amp; clinical management for COVID-19 "
817,Key considerations to prevent or reduce #COVID19 risks AFTER a meeting or event: Retain the names &amp; contact details of all participants for at least one month. This will help public health authorities trace people who may have been exposed to COVID-19 #coronavirus
818,"Key considerations to prevent or reduce #COVID19 risks DURING a meeting or event: If there is space, arrange seats so that participants are at least one meter apart Open windows and doors whenever possible to make sure the venue is well ventilated #coronavirus"
819,Key considerations to prevent or reduce #COVID19 risks DURING a meeting or event: Encourage participants to cover their face with the bend of their elbow or a tissue if they cough or sneeze Provide contact details or a health hotline number #coronavirus
820,"Key considerations to prevent or reduce #COVID19 risks BEFORE a meeting or event: Actively monitor where COVID-19 is circulating. Advise participants in advance that if they have any symptoms or feel unwell, they should not attend. More: http://bit.ly/3cFoauf #coronavirus"
821,"Organizers of meetings & events need to think about the potential risk from #COVID19 because: While COVID-19 is a mild disease for most people, it can make some very ill. Around 1 in every 5 people who catch COVID-19 needs hospital treatment #coronavirus"
822,How to manage #COVID19 risk when organizing meetings &amp; events http://bit.ly/3cFoauf #coronavirus
823,"Influenza vs #COVID19: Influenza: Mortality is usually well below 0.1% COVID-19: Mortality appears higher than for influenza, especially seasonal influenza http://bit.ly/2TzpDLf #coronavirus"
824,"Influenza vs #COVID19: Influenza: Most at risk for severe infection are , , , those with underlying chronic medical conditions &amp; immunosuppressed COVID-19: Our current understanding is that &amp; those with underlying conditions are most at risk for severe infection "
825,Influenza vs #COVID19: Influenza: Children are important drivers of influenza virus transmission in the community COVID-19: Initial data indicates that children are less affected than adults &amp; that clinical attack rates in the 0-19 age group are low #coronavirus
826,"Influenza: Pre-symptomatic transmission, or potentially transmission of the virus before the appearance of symptoms – is a major driver of transmission alone. #COVID19: Transmission prior to symptom onset, at present, does not appear to be a major driver of transmission. "
827,Latest information about the #COVID19 outbreak: WHO Situation Report 7 March 2020 http://bit.ly/3aAIpY5 #coronavirus
828,"WHO will continue to work with all countries, our partners and expert networks to coordinate the international #COVID19 response, develop guidance, distribute supplies, share knowledge &amp; provide people with the information they need to protect themselves &amp; others #coronavirus"
829,"Allowing uncontrolled #COVID19 spread should not be a choice of any government, as it will harm not only the citizens of that country but affect other countries as well http://bit.ly/39xAquF #coronavirus"
830,Every effort to contain the #coronavirus and slow the spread will: save lives give health systems and all of society more time to prepare give researchers more time to identify effective treatments &amp; develop vaccines http://bit.ly/39xAquF #COVID19 
831,WHO calls on all countries to continue efforts that have been effective in limiting the number of #COVID19 cases &amp; slowing the spread of the #coronavirus http://bit.ly/39xAquF
832,"As of today’s reports, global number of #COVID19 confirmed cases has surpassed 100K. WHO reminds all countries &amp; communities that the spread of this #coronavirus can be significantly slowed or even reversed through robust containment &amp; control activities http://bit.ly/39xAquF"
833,"There is still much to discover about #COVID19 and its impact in different contexts. Preparedness, readiness and response actions will continue to be driven by rapidly accumulating scientific and public health knowledge http://bit.ly/2TvK5ML"
834,Every country should urgently take all necessary measures to slow further spread and to protect health systems from becoming overwhelmed with patients seriously ill with #COVID19 http://bit.ly/2TvK5ML #coronavirus
835,"NEW: WHO interim guidance on critical preparedness, readiness and response actions for #COVID19 http://bit.ly/2TvK5ML #coronavirus"
836,Q: How are #COVID19 and influenza viruses different? WHO Situation Report 6 March 2020 http://bit.ly/2TzpDLf #coronavirus
837,"#COVID19 vs influenza: both cause respiratory disease, yet there are important differences between the two viruses and how they spread. More WHO Situation Report 6 March 2020 http://bit.ly/2TzpDLf #coronavirus"
838,"Be Safe from #COVID19: Frequently clean by using alcohol-based rub or &amp; When coughing &amp; sneezing cover &amp; with flexed elbow or tissue; throw tissue away &amp; wash Avoid touching , &amp; Share with your loved ones to Be Ready: http://www.who.int/COVID-19"
839,Be Safe if #COVID19 arrives in your community. Find out: how to prevent #coronavirus infection (regular handwashing &amp; respiratory hygiene) the symptoms of COVID-19 who to call if you develop symptoms Be Ready: https://bit.ly/2ImEn9O
840,"""As I keep saying, we’re all in this together, and we all have a role to play. Facts not fear. Reason not rumours. Solidarity not stigma""-@DrTedros #COVID19 #coronavirus"
841,"""So far WHO has received applications for review & approval of 40 diagnostic tests, 20 vaccines are in development & many clinical trials of therapeutics are underway""-@DrTedros #COVID19 #coronavirus"
842,LIVE: Daily media briefing on #COVID19 with @DrTedros. #coronavirus
843,"FACT: The new #coronavirus cannot be transmitted through goods manufactured in China or any countries reporting #COVID19 cases. If you think a surface may be contaminated, use a disinfectant to clean it. http://bit.ly/COVID19Mythbusters #KnowtheFacts"
844,FACT: Taking a hot bath does not prevent the new #coronavirus disease Taking a hot bath with extremely hot water can be harmful as it can burn you. http://bit.ly/COVID19Mythbusters #COVID19 #KnowtheFacts
845,"""#COVID19 is a serious disease. It is not deadly to most people, but it can kill. We’re all responsible for reducing our own risk of infection, and if we’re infected, for reducing our risk of infecting others.""-@DrTedros #coronavirus"
846,"“-Activate your emergency plans. -Educate your public, so that people know what the #COVID19 symptoms are &amp; know how to protect themselves and others. -Increase your testing capacity. -Get your hospitals ready. -Ensure essential supplies are available.”-@DrTedros"
847,"“These are plans that start with leadership from the top, coordinating every part of government, not just the health ministry – security, diplomacy, finance, commerce, transport, trade, information and more.”-@DrTedros #COVID19 #coronavirus"
848,"""This is not a drill. This is not the time to give up. This is not a time for excuses. This is a time for pulling out all the stops. Countries have been planning for scenarios like this for decades. Now is the time to act on those plans""-@DrTedros #COVID19 #coronavirus"
849,"""We are concerned that in some countries the level of political commitment and the actions that demonstrate that commitment do not match the level of the threat we all face""-@DrTedros #COVID19 #coronavirus"
850,LIVE: Daily media briefing on #COVID19 with @DrTedros #coronavirus
851,"WHO is mobilizing the to help all people Be Ready for the new #coronavirus. We are calling on our partners &amp; people in all countries to join us in taking the actions needed to Be Safe, Smart &amp; Kind to fight #COVID19. Learn more at http://www.who.int/COVID-19"
852,We encourage countries who want to know how much of their population is sick with #COVID19 to start testing people with symptoms. 
853,"We are eight weeks into this #COVID19 outbreak: yet we have identified the virus, we have the genetic sequence, PCR &amp; serological assay in use. This wealth of knowledge is unprecedented for a new disease. #coronavirus"
854,#AskWHO on #COVID19 vs flu. Ask your questions to our expert @SCBriand
855,Personal protective equipment - or PPE - includes: • gloves • medical masks • respirators • goggles • face shields • gowns • aprons #coronavirus #COVID19 
856,"Healthcare workers rely on personal protective equipment to protect themselves and their patients from being infected and infecting others. Shortages are leaving doctors, nurses and other frontline workers dangerously ill-equipped to care for #COVID19 patients #coronavirus"
857,WHO calls on industry and governments to increase manufacturing of personal protective equipment by 40% to meet rising global demand due to #COVID19 http://bit.ly/2PH5TTC #coronavirus
858,"""Supplies can take months to deliver, market manipulation is widespread & stocks are often sold to the highest bidder. WHO has shipped nearly half a million sets of personal protective equipment to 27 countries, but supplies are rapidly depleting""-@DrTedros #COVID19 #coronavirus"
859,"""We can’t stop #COVID19 without protecting #healthworkers. Prices of surgical masks have increased six-fold, N95 respirators have more than trebled &amp; gowns cost twice as much""-@DrTedros #coronavirus"
860,"""Shortages are leaving doctors, nurses & other frontline #healthworkers dangerously ill-equipped to care for #COVID19 patients, due to limited access to supplies such as gloves, medical masks, respirators, goggles, face shields, gowns &amp; aprons""-@DrTedros #coronavirus"
861,"""We are concerned that countries’ abilities to respond are being compromised by the severe & increasing disruption to the global supply of personal protective equipment – caused by rising demand, hoarding & misuse""-@DrTedros #COVID19 #coronavirus"
862,"""Fourth, we don’t even talk about containment for seasonal flu – it’s just not possible. But it is possible for #COVID19. We don’t bother with contact tracing for seasonal flu – but countries should do it for COVID-19, because it will prevent infections &amp; save lives""-@DrTedros"
863,"""Third, we have vaccines & therapeutics for seasonal flu, but at the moment there is no vaccine & no specific treatment for #COVID19. However, clinical trials of therapeutics are now being done &amp; more than 20 vaccines are in development""-@DrTedros #coronavirus"
864,"""Globally, about 3.4% of reported #COVID19 cases have died. By comparison, seasonal flu generally kills far fewer than 1% of those infected""-@DrTedros #coronavirus"
865,"The second major difference is that #COVID19 causes more severe disease than seasonal influenza. While many people globally have built up immunity to seasonal flu strains, COVID-19 is a new #coronavirus to which no one has immunity""-@DrTedros"
866,"""The only way to be sure is by looking for #COVID19 antibodies in large numbers of people, and several countries are now doing those studies. This will give us further insight into the extent of infection in populations over time""-@DrTedros #coronavirus"
867,"""Evidence from is that only 1% of reported #COVID19 cases do not have symptoms &amp; most of those cases develop symptoms within 2 days. Some countries are looking for cases of COVID-19 using surveillance systems for influenza &amp; other respiratory diseases""-@DrTedros #coronavirus"
868,"""However, there are some important differences. First, #COVID19 does not transmit as efficiently as influenza. With influenza, people who are infected but not yet sick are major drivers of transmission, which does not appear to be the case for COVID-19""-@DrTedros #coronavirus"
869,"""This #coronavirus is not SARS, it’s not MERS &amp; it’s not influenza. It is a unique virus with unique characteristics. Both #COVID19 &amp; influenza cause respiratory disease &amp; spread the same way, via small droplets of fluid from the nose &amp; mouth of someone who is sick""-@DrTedros"
870,"""We understand that people are afraid & uncertain. Fear is a natural human response to any threat, esp. when it’s a threat we don’t completely understand. But as we get more data, we are understanding this #coronavirus &amp; the disease it causes, more &amp; more""-@DrTedros #COVID19"
871,"""Outside , 1848 #COVID19 cases were reported in 48 countries. 80% of those cases are from just three countries: , &amp; . 12 new countries have reported their first cases &amp; there are now 21 countries with one case only. 122 countries have not reported any cases""-@DrTedros"
872,"""But as one epidemic looks like ending, another is becoming increasingly complex. There is now a total of 90,893 reported cases of #COVID19 globally &amp; 3110 deaths. In the past 24 hours, #China reported 129 cases, the lowest since the 20th of January""-@DrTedros #coronavirus"
873,LIVE: Daily media briefing on #COVID19 with @DrTedros #coronavirus
874,"It is prudent for travellers who are sick to delay or avoid travel to #COVID19 affected areas, in particular for elderly travellers and people with chronic diseases or underlying health conditions http://bit.ly/2Tfe1Na #coronavirus"
875,"DO - speak accurately about the risk from #COVID19, based on scientific data and latest official health advice. DON'T - repeat or share unconfirmed rumours &amp; avoid using hyperbolic language designed to generate fear like “plague” or “apocalypse.” #coronavirus"
876,DO - talk about people “acquiring” or “contracting” #COVID19 DON'T - talk about people “transmitting COVID-19” “infecting others” or “spreading the virus” as it implies intentional transmission &amp; assigns blame http://bit.ly/32HZe0q #coronavirus
877,"DO - talk about the new #coronavirus disease (#COVID19) DON'T - attach locations or ethnicity to the disease, this is not a “Wuhan Virus”, “Chinese Virus” or “Asian Virus”. The official name for the disease was deliberately chosen to avoid stigmatization http://bit.ly/32HZe0q"
878,"When talking about #COVID19, certain words &amp; language may have a negative meaning for people and fuel stigmatizing attitudes http://bit.ly/32HZe0q #coronavirus"
879,"Since 14 February, WHO has shipped personal protection equipment to 47+ countries - shipments are ready for 22 additional countries. WHO #COVID19 Situation Report http://bit.ly/2PJm2Ia #coronavirus"
880,"""Our message to all countries is: this is not one-way street. We can push this #coronavirus back. Your actions now will determine the course of the #COVID19 outbreak in your country. There’s no choice but to act now""-@DrTedros"
881,"""A WHO staff member in our #Iran country office has now tested positive for #COVID19. He has mild disease""-@DrTedros #coronavirus"
882,"The most commonly reported #COVID19 symptoms incl. fever, dry cough, and shortness of breath. Most patients (80%) experienced mild illness. Approximately 14% experienced severe disease &amp; 5% were critically ill. WHO Situation Report 1 March http://bit.ly/39hGebC #coronavirus"
883,"When to use mask • If you are healthy, you only need to wear a mask if you are taking care of a person with suspected #coronavirus infection. • Wear a mask if you are coughing or sneezing More http://bit.ly/2TcBG0Q #COVID19 "
884,WHO has deployed infection prevention and control (IPC) specialists to #Italy to support the #COVID19 response and to facilitate IPC training in the European region. WHO Situation Report 29 February http://bit.ly/2VtYsCS #coronavirus
885,WHO concluded that the #COVID19 risk at regional &amp; global levels was very high for reasons incl. the following: potential for major impact on health care systems of some affected and potentially affected countries in the future potential medical supply shortages 
886,"On 28 February, WHO raised the risk assessment for the #COVID19 outbreak internationally from “high” to “very high.” #coronavirus"
887,"Under the Intl Health Regulations, countries implementing additional health measures that significantly interfere with intl traffic shall notify WHO of the public health rationale of those measures within 48h. WHO #COVID19 Situation Report 28February http://bit.ly/2TswcxR"
888,"Promote regular teleworking across your organization. If there is an outbreak of #COVID19 in your community, the health authorities may advise people to avoid public transport &amp; crowded places. #Teleworking will help your business keep operating while your employees stay safe."
889,"Simple ways to prevent the spread of #COVID19 in your workplace: Promote regular thorough hand-washing Put sanitizing hand rub dispensers in prominent places around the workplace &amp; provide access to places where staff, contractors &amp; customers can wash their hands with &amp; "
890,"NEW: WHO guidance on how to prevent the spread of #COVID19 in a workplace to protect your customers, contractors and employees http://bit.ly/2T0Ggim #coronavirus"
891,"""Together, we are powerful. Containment starts with you. Our greatest enemy right now is not the #coronavirus itself. It’s fear, rumours and stigma. And our greatest assets are facts, reason and solidarity""-@DrTedros #COVID19"
892,""" it’s normal &amp; understandable to feel anxious, especially if you live in a country or community that has been affected. Find out what you can do in your community. Discuss how to stay safe with your workplace, school or place of worship""-@DrTedros #COVID19 #coronavirus"
893,""" if you are sick, stay at home, and eat and sleep separately from your family, use different utensils and cutlery to eat""-@DrTedros #COVID19 #coronavirus"
894,""" if you are 60+ or if you have an underlying condition like: -cardiovascular disease -respiratory condition -diabetes you have a higher risk of developing severe #COVID19. You may wish to avoid crowded areas or places where you might interact with people who are sick""-@DrTedros"
895,""" if you cough or sneeze, do it into your sleeve, or use a tissue. Dispose of the tissue immediately into a closed rubbish bin, and then clean your hands""-@DrTedros #COVID19 #coronavirus"
896,""" avoid traveling if you have a fever or cough, and if you become sick while on a flight, inform the crew immediately. Once you get home, make contact with a health professional and tell them about where you have been""-@DrTedros #COVID19 #coronavirus"
897,"""Everyone should know the #COVID19 symptoms – for most people, it starts with a fever and a dry cough, not a runny nose. Most people will have mild disease and get better without needing any special care""-@DrTedros #coronavirus"
898,""" educate yourself about #COVID19. Make sure your information comes from reliable sources: your local or national public health agency, the WHO website, or your local health professional""-@DrTedros #coronavirus https://www.who.int/emergencies/diseases/novel-coronavirus-2019"
899,""" clean surfaces regularly with disinfectant – for example kitchen benches and work desks""-@DrTedros #COVID19 #coronavirus"
900," ""Our epidemiologists have been monitoring these developments continuously, and we have now increased our assessment of the risk of spread and the risk of impact of #COVID19 to very high at a global level""-@DrTedros #coronavirus"
901,LIVE daily media briefing on #COVID19 with @DrTedros #coronavirus
902,Here are just a few of the ways WHO is responding to #COVID19. For our latest updates http://bit.ly/392wK3P
903,"To strengthen global #COVID19 lab diagnostic capacity, WHO has procured a commercial assay with strong performance data, and shipped to over 150 laboratories globally as an interim measure for Member States requesting support. WHO Situation Report http://bit.ly/2T6XhYc"
904,"""Fear and panic doesn’t help. People can have concerns and rightly so. People can be worried and rightly so. The most important thing is to calm down and do the right things to fight this very dangerous #coronavirus""-@DrTedros #COVID19"
905,"""It’s not usually a runny . In 90% of #COVID19 cases it’s a &amp; in 70% of cases a dry cough. Are we ready to fight rumours &amp; misinformation with clear &amp; simple messages that people can understand?""-@DrTedros #coronavirus"
906,"""Every country needs to be ready to: -detect #COVID19 cases early -isolate patients -trace contacts -provide quality clinical care -prevent hospital outbreaks &amp; community transmission""-@DrTedros #coronavirus"
907,"""There are several countries that have not reported a #COVID19 case for more than 2 weeks: , , , , , , and . Each of these countries is different &amp; each shows that aggressive, early measures can prevent transmission before #coronavirus gets a foothold""-@DrTedros"
908,"""In Guangdong, , scientists tested more than 320,000 samples from the community and only 0.14% were positive for #COVID19. That suggests that containment is possible. Indeed, there are many countries that have done exactly that""-@DrTedros #coronavirus"
909,"""But this #coronavirus is not influenza. With the right measures, it can be contained. That is one of the key messages from #China. The evidence we have is that there does not appear to be widespread community transmission""-@DrTedros #COVID19"
910,"""My message to each of these countries is: this is your window of opportunity. If you act aggressively now, you can contain this #coronavirus. You can prevent people getting sick. You can save lives""-@DrTedros #COVID19"
911,"""We are at a decisive point. For the past 2 days, the number of new #COVID19 cases reported in the rest of the has exceeded the number of new cases in . And in the past 24h, 7 countries have reported cases for the first time: , , , , , &amp; ""-@DrTedros"
912,"""As of 6am GVA time this morning, has reported a total of 78,630 #COVID19 cases to WHO, incl. 2747 deaths. But as you know, it’s what is happening in the rest of the that is now our greatest concern. Outside , there are 3474 cases in 44 countries &amp; 54 deaths""-@DrTedros"
913,Daily media briefing on #COVID19 with @DrTedros #coronavirus
914,"If you are not in an area where #COVID19 is spreading, or if you have not travelled from one of those areas or have not been in close contact with someone who has &amp; is feeling unwell, your chances of getting it are currently low WHO Situation Report http://bit.ly/3854wnQ"
915,Q: Interested in how the #COVID19 outbreak started and all its major updates? A: Pin this webpage on your bookmarks: 
916,LIVE #AskWHO on #COVID19 with @mvankerkhove #coronavirus
917,"Live from Geneva with Dr Bruce Aylward, lead of the #COVID19 international experts mission in #China"
918,Stigma can: Drive people to hide the illness to avoid discrimination Prevent people from seeking health care immediately Discourage them from adopting healthy behaviours http://bit.ly/3c4Pmm0 #COVID19 #coronavirus
919,"Stigma occurs when people negatively associate an infectious disease with a specific population. This means that people are being labelled, stereotyped, separated and/or experience loss of status and discrimination because of a potential negative affiliation with #COVID19. "
920,Since the emergence of #COVID19 we have seen instances of public stigmatization among specific populations and the rise of harmful stereotypes. WHO Situation Report 24 February 2020 http://bit.ly/3c4Pmm0 #coronavirus
921,Live from Geneva with the @UN Secretary-General @antonioguterres and @DrTedros on #COVID19 
922,"""But there are at least 3 priorities: 1. All countries must prioritize protecting #healthworkers 2. We must engage communities to protect people who are most at risk of severe disease,particularly the elderly and people with underlying health conditions""-@DrTedros #COVID19"
923,"""Using the word pandemic now does not fit the facts, but it may certainly cause fear. We do not live in a binary, black-and-white world. It’s not either-or. We must focus on containment, while doing everything we can to prepare for a potential pandemic""-@DrTedros #COVID19"
924,"""For the moment, we are not witnessing the uncontained global spread of this #coronavirus, and we are not witnessing large-scale severe disease or death. Does this virus have pandemic potential? Absolutely. Are we there yet? From our assessment not yet""- @DrTedros #COVID19"
925,"""Our decision about whether to use the word “pandemic” to describe an epidemic is based on an ongoing assessment of the geographical spread of the virus, the severity of disease it causes and the impact it has on the whole of society""-@DrTedros #COVID19 #coronavirus"
926,"""Outside #China, there are now 2074 #COVID19 cases in 28 countries &amp; 23 deaths. The sudden increases of cases in Italy, the Islamic Republic of Iran &amp; the Republic of Korea are deeply concerning""-@DrTedros #coronavirus"
927,"""Dr Bruce Aylward will give more detail tomorrow on behalf of the joint team. But the key message that should give all countries hope, courage and confidence is that this #coronavirus can be contained""-@DrTedros #COVID19"
928,"""The team also estimate that the measures taken in #China have averted a significant number of #COVID19 cases. The report contains a wealth of other information, highlights questions for which we still don’t have answers, &amp; includes 22 recommendations""-@DrTedros #coronavirus"
929,"""They found that the fatality rate is between 2%-4% in Wuhan, &amp; 0.7% outside Wuhan. They found that for people with mild #COVID19 disease, recovery time is about two weeks, while people with severe or critical disease recover within three to six weeks""-@DrTedros #coronavirus"
930,"""As of 6am GVA time this morning, #China has reported a total of 77,362 cases of #COVID19 to WHO, including 2618 deaths. In the past 24 hours, has reported 416 new confirmed cases &amp; 150 deaths. We’re encouraged by the continued decline in cases in ""-@DrTedros #coronavirus"
931,Daily media briefing on #COVID19 with @DrTedros
932,Q: What can I do to protect myself from #coronavirus? A: http://bit.ly/2tMEBmu #COVID19
933,WHO #COVID19 Situation Report 22 February 2020 http://bit.ly/2VdcRTN #coronavirus
934,"""The increasing signs of transmission outside #China show that the window of opportunity we have for containing this #coronavirus is narrowing. We are calling on all countries to invest urgently in preparedness""-@DrTedros #COVID19"
935,"""In 2% of reported cases, the #coronavirus is fatal, and the risk of death increases the older a patient is, and with underlying health conditions. We see relatively few cases among children. More research is needed to understand why""-@DrTedros #COVID19"
936,"""20% of patients have severe or critical #COVID19, ranging from shortness of breath to septic shock &amp; multi-organ failure. These patients require intensive care using equipment such as respiratory support machines that are in short supply in many African countries""-@DrTedros"
937,"""With every day that passes, we know a little bit more about this #coronavirus &amp; the disease it causes. We know that more than 80% of patients have mild disease &amp; will recover""-@DrTedros #COVID19"
938,"""Although the total number of #COVID19 cases outside #China remains relatively small, we are concerned about the number of cases with no clear epidemiological link, such as travel history to or contact with a confirmed case""-@DrTedros #coronavirus"
939,"""Outside , there are now 1200 cases in 26 countries, with 8 deaths. As you know, there is one confirmed case on the African continent, in . Several African countries have tested suspected cases of #COVID19, but fortunately they have been found negative""-@DrTedros #coronavirus"
940,""" has now reported 75,569 #COVID19 cases to WHO, including 2239 deaths. The data from continue to show a decline in new cases. This is welcome news, but it must be interpreted very cautiously. It’s far too early to make predictions about this outbreak""-@DrTedros #coronavirus"
941,LIVE NOW: @DrTedros briefing @_AfricanUnion on #COVID19 
942,WHO Situation Report 21 February 2020 http://bit.ly/2uVLaUY #COVID19 
943,"""We must not look back and regret that we failed to take advantage of the window of opportunity we have""-@DrTedros #COVID19 #coronavirus"
944,"""The measures #China &amp; other countries have taken have given us a fighting chance of containing the spread of the #coronavirus. We call on all countries to continue their containment measures, while preparing for community transmission if it occurs""-@DrTedros #COVID19"
945,"""As I said yesterday, WHO’s key role is coordinating the global response to the epidemic & our new special envoys will help us to do that. This is another step we are taking to take advantage of the window of opportunity we have to contain the #COVID19 outbreak""-@DrTedros"
946,"""Meanwhile, the WHO-led joint mission in #China has been working in Beijing, Sichuan and Guangdong, and will travel to Wuhan tomorrow to continue its work at the epicenter of the outbreak""-@DrTedros #COVID19 #coronavirus"
947,"""We are also concerned about the increase in #COVID19 cases in the Islamic Republic of #Iran, where there are now 18 cases and four deaths. WHO has supplied testing kits, and will continue to provide further support""-@DrTedros #coronavirus"
948,"""Although the total number of #COVID19 cases outside remains relatively small, we are concerned about the number of cases with no clear epidemiological link, such as travel history to or contact with a confirmed case""-@DrTedros #coronavirus"
949,"""Although the number of #COVID19 cases in Hubei province continues declining, we are concerned about an increase in the number of cases in Shandong province, and we are seeking more information about that""-@DrTedros #coronavirus"
950,"""As of 6am GVA time this morning, #China has reported a total of 75,567 cases of #COVID19 to WHO, including 2,239 deaths. In the past 24 hours, has reported 892 new confirmed cases and 118 deaths""-@DrTedros #coronavirus"
951,Daily media briefing on #COVID19 with @DrTedros
952,"In line with the Intl Health Regulations, all countries’ IHR National Focal Points were requested to immediately report any new confirmed case of #COVID19 within 48h, &amp; provide information related to clinical, epidemiological &amp; travel history http://bit.ly/37HGmj1 #coronavirus"
953,"""We’ve also set up an online platform where clinicians can share anonymized patient data, so we can build a clearer picture of the disease. What we’re seeing is that the earlier patients are tested and treated, the better they do""-@DrTedros #COVID19 #coronavirus"
954,"""As of 6am GVA time this morning, #China has reported 74,675 cases of #COVID19 to WHO, including 2121 deaths. The data from continue to show a decline in new cases. Once again, we’re encouraged by this trend, but this is no time for complacency""-@DrTedros #coronavirus"
955,"WHO is working with an international network of statisticians & mathematical modelers to estimate key epidemiologic parameters of #COVID19, such as the incubation period, case fatality ratio, serial interval. WHO Situation Report 19 February http://bit.ly/38D3tg5 #coronavirus"
956,"Following updates on #COVID19? Check out WHO's database of publications on the #coronavirus disease and outbreak. Updated daily, Mon.-Fri. Bookmark it http://bit.ly/2SIFLJY"
957,"As of 17 February, 37 shipments of #COVID19 laboratory testing kits have been dispatched to 34 countries and three regional offices. In total, 56 countries will be receiving these kits. WHO Situation Report 18 February http://bit.ly/327X0r5 #coronavirus"
958,"WHO is working with personal protective equipment suppliers, governments and health workers to make better use of current supplies and address gaps together. WHO Situation Report 18 February http://bit.ly/327X0r5 #coronavirus #COVID19 "
959,"To mitigate global shortages of some supplies for #COVID19, WHO has dispatched over 12,000kg personal protective equipment to priority countries in the @WHOWPRO, @WHOSEARO &amp; @WHOAFRO. WHO Situation Report 18 February http://bit.ly/327X0r5 #coronavirus"
960,"""We’re working with partners in some of the most fragile contexts to prepare countries for the arrival of the #coronavirus. We still have a chance of preventing a broader global crisis. WHO will continue working night &amp; day with all countries to prepare them""-@DrTedros #COVID19"
961,"""Other countries like , &amp; are running workshops with the media to ensure accurate &amp; reliable reporting. Several countries are prioritizing surveillance and monitoring at ports of entry, including , , , , and ""-@DrTedros #COVID19 #coronavirus"
962,FACT: The new coronavirus cannot be transmitted through mosquito bites http://bit.ly/COVID19Mythbusters #COVID19 #KnowtheFacts
963,"FACT: The risk of being infected with the new #coronavirus by touching coins, banknotes, credit cards and other objects, is very low http://bit.ly/COVID19Mythbusters #COVID19 #KnowtheFacts"
964,Q: What can I do to protect myself from #COVID19? A: http://bit.ly/2tMEBmu #coronavirus
965,FACT: Cold weather and snow cannot kill the new #coronavirus http://bit.ly/COVID19Mythbusters #COVID19 #KnowtheFacts
966,"Based on the evidence currently available about #COVID19, WHO has developed guidance documents for managing public health events at Points of Entry and mass gatherings http://bit.ly/2wsBaTz WHO Situation Report 17 February 2020 http://bit.ly/37G1Kpb #coronavirus"
967,"From today, WHO will report all #COVID19 confirmed cases, including laboratory-confirmed as previously reported, and clinically diagnosed cases (currently only applicable to Hubei province, #China ) WHO Situation Report 17 February 2020 http://bit.ly/37G1Kpb"
968,The full briefing on #COVID19 by @DrTedros 
969,"""We’ve put out a call for $675 million to support countries to prepare. I thank those donors who have contributed. We have a window of opportunity. We don’t know how long it will remain open. Let’s not squander it""-@DrTedros #COVID19"
970,"""In 2% of reported #COVID19 cases, the virus is fatal &amp; the risk of death increases the older you are. We see relatively few cases among children. More research is needed to understand why. These new data address some of the gaps in our understanding, but others remain""-@DrTedros"
